W1	W1
UNTR_d-2_LJ_F_a18	UNTR_LJ_before
UNTR_d-2_LJ_F_a19	UNTR_LJ_before
UNTR_d-2_LJ_F_a20	UNTR_LJ_before
UNTR_d1_GR_M_a1	UNTR_GR_before
UNTR_d1_GR_M_a2	UNTR_GR_before
UNTR_d1_GR_M_a3	UNTR_GR_before
UNTR_d1_GR_M_a4	UNTR_GR_before
UNTR_d1_GR_M_a5	UNTR_GR_before
UNTR_d1_GR_M_a6	UNTR_GR_before
UNTR_d1_GR_M_a7	UNTR_GR_before
UNTR_d1_GR_M_a8	UNTR_GR_before
UNTR_d1_GR_M_a9	UNTR_GR_before
UNTR_d1_GR_M_a10	UNTR_GR_before
UNTR_d1_GR_F_a11	UNTR_GR_before
UNTR_d1_GR_F_a12	UNTR_GR_before
UNTR_d1_GR_F_a13	UNTR_GR_before
UNTR_d1_GR_F_a14	UNTR_GR_before
UNTR_d1_GR_F_a15	UNTR_GR_before
UNTR_d1_GR_F_a16	UNTR_GR_before
UNTR_d1_GR_F_a17	UNTR_GR_before
UNTR_d1_GR_F_a18	UNTR_GR_before
UNTR_d1_GR_F_a19	UNTR_GR_before
UNTR_d1_GR_F_a20	UNTR_GR_before
UNTR_d1_LJ_M_a1	UNTR_LJ_before
UNTR_d1_LJ_M_a2	UNTR_LJ_before
UNTR_d1_LJ_M_a3	UNTR_LJ_before
UNTR_d1_LJ_M_a4	UNTR_LJ_before
UNTR_d1_LJ_M_a5	UNTR_LJ_before
UNTR_d1_LJ_M_a6	UNTR_LJ_before
UNTR_d1_LJ_M_a7	UNTR_LJ_before
UNTR_d1_LJ_M_a8	UNTR_LJ_before
UNTR_d1_LJ_M_a9	UNTR_LJ_before
UNTR_d1_LJ_M_a10	UNTR_LJ_before
UNTR_d1_LJ_F_a11	UNTR_LJ_before
UNTR_d1_LJ_F_a12	UNTR_LJ_before
UNTR_d1_LJ_F_a13	UNTR_LJ_before
UNTR_d1_LJ_F_a14	UNTR_LJ_before
UNTR_d1_LJ_F_a15	UNTR_LJ_before
UNTR_d1_LJ_F_a16	UNTR_LJ_before
UNTR_d1_LJ_F_a17	UNTR_LJ_before
UNTR_d1_LJ_F_a18	UNTR_LJ_before
UNTR_d1_LJ_F_a19	UNTR_LJ_before
UNTR_d1_LJ_F_a20	UNTR_LJ_before
UNTR_d3_GR_M_a1	UNTR_GR_during
UNTR_d3_GR_M_a2	UNTR_GR_during
UNTR_d3_GR_M_a3	UNTR_GR_during
UNTR_d3_GR_M_a4	UNTR_GR_during
UNTR_d3_GR_M_a5	UNTR_GR_during
UNTR_d3_GR_M_a6	UNTR_GR_during
UNTR_d3_GR_M_a7	UNTR_GR_during
UNTR_d3_GR_M_a8	UNTR_GR_during
UNTR_d3_GR_M_a9	UNTR_GR_during
UNTR_d3_GR_M_a10	UNTR_GR_during
UNTR_d3_GR_F_a11	UNTR_GR_during
UNTR_d3_GR_F_a12	UNTR_GR_during
UNTR_d3_GR_F_a13	UNTR_GR_during
UNTR_d3_GR_F_a14	UNTR_GR_during
UNTR_d3_GR_F_a15	UNTR_GR_during
UNTR_d3_GR_F_a16	UNTR_GR_during
UNTR_d3_GR_F_a17	UNTR_GR_during
UNTR_d3_GR_F_a18	UNTR_GR_during
UNTR_d3_GR_F_a19	UNTR_GR_during
UNTR_d3_GR_F_a20	UNTR_GR_during
UNTR_d3_LJ_M_a1	UNTR_LJ_during
UNTR_d3_LJ_M_a2	UNTR_LJ_during
UNTR_d3_LJ_M_a3	UNTR_LJ_during
UNTR_d3_LJ_M_a4	UNTR_LJ_during
UNTR_d3_LJ_M_a5	UNTR_LJ_during
UNTR_d3_LJ_M_a6	UNTR_LJ_during
UNTR_d3_LJ_M_a7	UNTR_LJ_during
UNTR_d3_LJ_M_a8	UNTR_LJ_during
UNTR_d3_LJ_M_a9	UNTR_LJ_during
UNTR_d3_LJ_M_a10	UNTR_LJ_during
UNTR_d3_LJ_F_a11	UNTR_LJ_during
UNTR_d3_LJ_F_a12	UNTR_LJ_during
UNTR_d3_LJ_F_a13	UNTR_LJ_during
UNTR_d3_LJ_F_a14	UNTR_LJ_during
UNTR_d3_LJ_F_a15	UNTR_LJ_during
UNTR_d3_LJ_F_a16	UNTR_LJ_during
UNTR_d3_LJ_F_a17	UNTR_LJ_during
UNTR_d3_LJ_F_a18	UNTR_LJ_during
UNTR_d3_LJ_F_a19	UNTR_LJ_during
UNTR_d3_LJ_F_a20	UNTR_LJ_during
UNTR_d5_GR_M_a1	UNTR_GR_during
UNTR_d5_GR_M_a2	UNTR_GR_during
UNTR_d5_GR_M_a3	UNTR_GR_during
UNTR_d5_GR_M_a4	UNTR_GR_during
UNTR_d5_GR_M_a5	UNTR_GR_during
UNTR_d5_GR_M_a6	UNTR_GR_during
UNTR_d5_GR_M_a7	UNTR_GR_during
UNTR_d5_GR_M_a8	UNTR_GR_during
UNTR_d5_GR_M_a9	UNTR_GR_during
UNTR_d5_GR_M_a10	UNTR_GR_during
UNTR_d5_GR_F_a11	UNTR_GR_during
UNTR_d5_GR_F_a12	UNTR_GR_during
UNTR_d5_GR_F_a13	UNTR_GR_during
UNTR_d5_GR_F_a14	UNTR_GR_during
UNTR_d5_GR_F_a15	UNTR_GR_during
UNTR_d5_GR_F_a16	UNTR_GR_during
UNTR_d5_GR_F_a17	UNTR_GR_during
UNTR_d5_GR_F_a18	UNTR_GR_during
UNTR_d5_GR_F_a19	UNTR_GR_during
UNTR_d5_GR_F_a20	UNTR_GR_during
UNTR_d5_LJ_M_a1	UNTR_LJ_during
UNTR_d5_LJ_M_a2	UNTR_LJ_during
UNTR_d5_LJ_M_a3	UNTR_LJ_during
UNTR_d5_LJ_M_a4	UNTR_LJ_during
UNTR_d5_LJ_M_a5	UNTR_LJ_during
UNTR_d5_LJ_M_a6	UNTR_LJ_during
UNTR_d5_LJ_M_a7	UNTR_LJ_during
UNTR_d5_LJ_M_a8	UNTR_LJ_during
UNTR_d5_LJ_M_a10	UNTR_LJ_during
UNTR_d5_LJ_F_a11	UNTR_LJ_during
UNTR_d5_LJ_F_a12	UNTR_LJ_during
UNTR_d5_LJ_F_a13	UNTR_LJ_during
UNTR_d5_LJ_F_a14	UNTR_LJ_during
UNTR_d5_LJ_F_a15	UNTR_LJ_during
UNTR_d5_LJ_F_a16	UNTR_LJ_during
UNTR_d5_LJ_F_a17	UNTR_LJ_during
UNTR_d5_LJ_F_a18	UNTR_LJ_during
UNTR_d5_LJ_F_a19	UNTR_LJ_during
UNTR_d5_LJ_F_a20	UNTR_LJ_during
UNTR_d8_GR_M_a1	UNTR_GR_during
UNTR_d8_GR_M_a2	UNTR_GR_during
UNTR_d8_GR_M_a3	UNTR_GR_during
UNTR_d8_GR_M_a4	UNTR_GR_during
UNTR_d8_GR_M_a5	UNTR_GR_during
UNTR_d8_GR_M_a6	UNTR_GR_during
UNTR_d8_GR_M_a7	UNTR_GR_during
UNTR_d8_GR_M_a8	UNTR_GR_during
UNTR_d8_GR_M_a9	UNTR_GR_during
UNTR_d8_GR_M_a10	UNTR_GR_during
UNTR_d8_GR_F_a11	UNTR_GR_during
UNTR_d8_GR_F_a12	UNTR_GR_during
UNTR_d8_GR_F_a13	UNTR_GR_during
UNTR_d8_GR_F_a14	UNTR_GR_during
UNTR_d8_GR_F_a15	UNTR_GR_during
UNTR_d8_GR_F_a16	UNTR_GR_during
UNTR_d8_GR_F_a17	UNTR_GR_during
UNTR_d8_GR_F_a18	UNTR_GR_during
UNTR_d8_GR_F_a19	UNTR_GR_during
UNTR_d8_GR_F_a20	UNTR_GR_during
UNTR_d8_LJ_M_a1	UNTR_LJ_during
UNTR_d8_LJ_M_a2	UNTR_LJ_during
UNTR_d8_LJ_M_a3	UNTR_LJ_during
UNTR_d8_LJ_M_a4	UNTR_LJ_during
UNTR_d8_LJ_M_a5	UNTR_LJ_during
UNTR_d8_LJ_M_a6	UNTR_LJ_during
UNTR_d8_LJ_M_a7	UNTR_LJ_during
UNTR_d8_LJ_M_a8	UNTR_LJ_during
UNTR_d8_LJ_M_a10	UNTR_LJ_during
UNTR_d8_LJ_F_a11	UNTR_LJ_during
UNTR_d8_LJ_F_a12	UNTR_LJ_during
UNTR_d8_LJ_F_a13	UNTR_LJ_during
UNTR_d8_LJ_F_a14	UNTR_LJ_during
UNTR_d8_LJ_F_a15	UNTR_LJ_during
UNTR_d8_LJ_F_a16	UNTR_LJ_during
